#<time>	<y vector>	<local error>
0.00574364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00584364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00594364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00604364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00614364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00624364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00634364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00644364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00654364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00664364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00674364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00684364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00694364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00704364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00714364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00724364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00734364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00744364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00754364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00764364 39.3768 4.10194e+07 0.0882366 3.23206e-05
0.00774364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00784364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00794364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00804364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00814364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00824364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00834364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00844364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00854364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00864364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00874364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00884364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00894364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00904364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00914364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00924364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00934364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00944364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00954364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00964364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00974364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00984364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.00994364 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0100436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0101436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0102436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0103436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0104436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0105436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0106436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0107436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0108436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0109436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0110436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0111436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0112436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0113436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0114436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0115436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0116436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0117436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0118436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0119436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0120436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0121436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0122436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0123436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0124436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0125436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0126436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0127436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0128436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0129436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0130436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0131436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0132436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0133436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0134436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0135436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0136436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0137436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0138436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0139436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0140436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0141436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0142436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0143436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0144436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0145436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0146436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0147436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0148436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0149436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0150436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0151436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0152436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0153436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0154436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0155436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0156436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0157436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0158436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0159436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0160436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0161436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0162436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0163436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0164436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0165436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0166436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0167436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0168436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0169436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0170436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0171436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0172436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0173436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0174436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0175436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0176436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0177436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0178436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0179436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0180436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0181436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0182436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0183436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0184436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0185436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0186436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0187436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0188436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0189436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0190436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0191436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0192436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0193436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0194436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0195436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0196436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0197436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0198436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0199436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0200436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0201436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0202436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0203436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0204436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0205436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0206436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0207436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0208436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0209436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0210436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0211436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0212436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0213436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0214436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0215436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0216436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0217436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0218436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0219436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0220436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0221436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0222436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0223436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0224436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0225436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0226436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0227436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0228436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0229436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0230436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0231436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0232436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0233436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0234436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0235436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0236436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0237436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0238436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0239436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0240436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0241436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0242436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0243436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0244436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0245436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0246436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0247436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0248436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0249436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0250436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0251436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0252436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0253436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0254436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0255436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0256436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0257436 39.3767 4.10194e+07 0.0882366 3.23206e-05
0.0258436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0259436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0260436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0261436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0262436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0263436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0264436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0265436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0266436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0267436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0268436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0269436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0270436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0271436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0272436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0273436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0274436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0275436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0276436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0277436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0278436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0279436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0280436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0281436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0282436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0283436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0284436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0285436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0286436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0287436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0288436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0289436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0290436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0291436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0292436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0293436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0294436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0295436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0296436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0297436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0298436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0299436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0300436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0301436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0302436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0303436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0304436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0305436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0306436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0307436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0308436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0309436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0310436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0311436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0312436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0313436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0314436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0315436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0316436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0317436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0318436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0319436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0320436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0321436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0322436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0323436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0324436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0325436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0326436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0327436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0328436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0329436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0330436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0331436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0332436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0333436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0334436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0335436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0336436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0337436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0338436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0339436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0340436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0341436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0342436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0343436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0344436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0345436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0346436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0347436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0348436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0349436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0350436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0351436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0352436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0353436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0354436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0355436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0356436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0357436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0358436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0359436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0360436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0361436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0362436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0363436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0364436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0365436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0366436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0367436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0368436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0369436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0370436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0371436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0372436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0373436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0374436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0375436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0376436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0377436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0378436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0379436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0380436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0381436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0382436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0383436 39.3766 4.10194e+07 0.0882366 3.23206e-05
0.0384436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0385436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0386436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0387436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0388436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0389436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0390436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0391436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0392436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0393436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0394436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0395436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0396436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0397436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0398436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0399436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0400436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0401436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0402436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0403436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0404436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0405436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0406436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0407436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0408436 39.3766 4.10195e+07 0.0882366 3.23206e-05
0.0409436 39.3766 4.10195e+07 0.0882366 3.23206e-05
