#<time>	<y vector>	<local error>
0.150544 39.376 4.10197e+07 0.0882366 3.23206e-05
0.150644 39.376 4.10197e+07 0.0882366 3.23206e-05
0.150744 39.376 4.10197e+07 0.0882366 3.23206e-05
0.150844 39.376 4.10197e+07 0.0882366 3.23206e-05
0.150944 39.376 4.10197e+07 0.0882366 3.23206e-05
0.151044 39.376 4.10197e+07 0.0882366 3.23206e-05
0.151144 39.376 4.10197e+07 0.0882366 3.23206e-05
0.151244 39.376 4.10197e+07 0.0882366 3.23206e-05
0.151344 39.376 4.10197e+07 0.0882366 3.23206e-05
0.151444 39.376 4.10197e+07 0.0882366 3.23206e-05
0.151544 39.376 4.10197e+07 0.0882366 3.23206e-05
0.151644 39.376 4.10197e+07 0.0882366 3.23206e-05
0.151744 39.376 4.10197e+07 0.0882366 3.23206e-05
0.151844 39.376 4.10197e+07 0.0882366 3.23206e-05
0.151944 39.376 4.10197e+07 0.0882366 3.23206e-05
0.152044 39.376 4.10197e+07 0.0882366 3.23206e-05
0.152144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.152244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.152344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.152444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.152544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.152644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.152744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.152844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.152944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.153044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.153144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.153244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.153344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.153444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.153544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.153644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.153744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.153844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.153944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.154044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.154144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.154244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.154344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.154444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.154544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.154644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.154744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.154844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.154944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.155044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.155144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.155244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.155344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.155444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.155544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.155644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.155744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.155844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.155944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.156044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.156144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.156244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.156344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.156444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.156544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.156644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.156744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.156844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.156944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.157044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.157144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.157244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.157344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.157444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.157544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.157644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.157744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.157844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.157944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.158044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.158144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.158244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.158344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.158444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.158544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.158644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.158744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.158844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.158944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.159044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.159144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.159244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.159344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.159444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.159544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.159644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.159744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.159844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.159944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.160044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.160144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.160244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.160344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.160444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.160544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.160644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.160744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.160844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.160944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.161044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.161144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.161244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.161344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.161444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.161544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.161644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.161744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.161844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.161944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.162044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.162144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.162244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.162344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.162444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.162544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.162644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.162744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.162844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.162944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.163044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.163144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.163244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.163344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.163444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.163544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.163644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.163744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.163844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.163944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.164044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.164144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.164244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.164344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.164444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.164544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.164644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.164744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.164844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.164944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.165044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.165144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.165244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.165344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.165444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.165544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.165644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.165744 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.165844 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.165944 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.166044 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.166144 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.166244 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.166344 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.166444 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.166544 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.166644 39.3759 4.10197e+07 0.0882366 3.23206e-05
0.166744 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.166844 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.166944 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.167044 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.167144 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.167244 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.167344 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.167444 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.167544 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.167644 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.167744 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.167844 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.167944 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.168044 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.168144 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.168244 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.168344 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.168444 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.168544 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.168644 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.168744 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.168844 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.168944 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.169044 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.169144 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.169244 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.169344 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.169444 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.169544 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.169644 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.169744 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.169844 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.169944 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.170044 39.3759 4.10198e+07 0.0882366 3.23206e-05
0.170144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.170244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.170344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.170444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.170544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.170644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.170744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.170844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.170944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.171044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.171144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.171244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.171344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.171444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.171544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.171644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.171744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.171844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.171944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.172044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.172144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.172244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.172344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.172444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.172544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.172644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.172744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.172844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.172944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.173044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.173144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.173244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.173344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.173444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.173544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.173644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.173744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.173844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.173944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.174044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.174144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.174244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.174344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.174444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.174544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.174644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.174744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.174844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.174944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.175044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.175144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.175244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.175344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.175444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.175544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.175644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.175744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.175844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.175944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.176044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.176144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.176244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.176344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.176444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.176544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.176644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.176744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.176844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.176944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.177044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.177144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.177244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.177344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.177444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.177544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.177644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.177744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.177844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.177944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.178044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.178144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.178244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.178344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.178444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.178544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.178644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.178744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.178844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.178944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.179044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.179144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.179244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.179344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.179444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.179544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.179644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.179744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.179844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.179944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.180044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.180144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.180244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.180344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.180444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.180544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.180644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.180744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.180844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.180944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.181044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.181144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.181244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.181344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.181444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.181544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.181644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.181744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.181844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.181944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.182044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.182144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.182244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.182344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.182444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.182544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.182644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.182744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.182844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.182944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.183044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.183144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.183244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.183344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.183444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.183544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.183644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.183744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.183844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.183944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.184044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.184144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.184244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.184344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.184444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.184544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.184644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.184744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.184844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.184944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.185044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.185144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.185244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.185344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.185444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.185544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.185644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.185744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.185844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.185944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.186044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.186144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.186244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.186344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.186444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.186544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.186644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.186744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.186844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.186944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.187044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.187144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.187244 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.187344 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.187444 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.187544 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.187644 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.187744 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.187844 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.187944 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.188044 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.188144 39.3758 4.10198e+07 0.0882366 3.23206e-05
0.188244 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.188344 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.188444 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.188544 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.188644 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.188744 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.188844 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.188944 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.189044 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.189144 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.189244 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.189344 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.189444 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.189544 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.189644 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.189744 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.189844 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.189944 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.190044 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.190144 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.190244 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.190344 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.190444 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.190544 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.190644 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.190744 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.190844 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.190944 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.191044 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.191144 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.191244 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.191344 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.191444 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.191544 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.191644 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.191744 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.191844 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.191944 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.192044 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.192144 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.192244 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.192344 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.192444 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.192544 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.192644 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.192744 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.192844 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.192944 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.193044 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.193144 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.193244 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.193344 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.193444 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.193544 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.193644 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.193744 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.193844 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.193944 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.194044 39.3757 4.10198e+07 0.0882366 3.23206e-05
0.194144 39.3757 4.10198e+07 0.0882366 3.23206e-05
