# R v_R c2s omega rho H omega_prime T
8.82723e+28 -1.27106e-07 1.53866e-10 3.35251e-21 -2.19792e-22 4.53052e+10 -1.3928e-37 6.0504e-12
8.82723e+28 -1.27106e-07 1.54871e-10 3.35251e-21 -2.18366e-22 4.5601e+10 -1.39462e-37 6.06915e-12
8.82723e+28 -1.27106e-07 1.56855e-10 3.35251e-21 -2.15604e-22 4.61852e+10 -1.39824e-37 6.10609e-12
8.82723e+28 -1.27106e-07 1.60728e-10 3.35251e-21 -2.10409e-22 4.73255e+10 -1.40535e-37 6.17783e-12
8.82723e+28 -1.27106e-07 1.68123e-10 3.35251e-21 -2.01154e-22 4.95029e+10 -1.41912e-37 6.31364e-12
8.82723e+28 -1.27106e-07 1.81719e-10 3.35251e-21 -1.86104e-22 5.35063e+10 -1.44516e-37 6.55985e-12
8.82722e+28 -1.27106e-07 2.05278e-10 3.35251e-21 -1.64746e-22 6.04429e+10 -1.49263e-37 6.97855e-12
8.82721e+28 -1.27106e-07 2.42836e-10 3.35251e-21 -1.39266e-22 7.15017e+10 -1.57514e-37 7.63506e-12
8.8272e+28 -1.27106e-07 2.96507e-10 3.35251e-21 -1.14057e-22 8.73046e+10 -1.71029e-37 8.57447e-12
8.82716e+28 -1.27106e-07 3.62175e-10 3.35251e-21 -9.33778e-23 1.0664e+11 -1.91104e-37 9.76986e-12
8.8271e+28 -1.27106e-07 4.23425e-10 3.35251e-21 -7.98716e-23 1.24673e+11 -2.14652e-37 1.09791e-11
8.82696e+28 -1.27106e-07 4.60135e-10 3.35251e-21 -7.35015e-23 1.3548e+11 -2.31945e-37 1.17742e-11
8.82669e+28 -1.27106e-07 4.66629e-10 3.35251e-21 -7.2483e-23 1.37388e+11 -2.35804e-37 1.19342e-11
8.82615e+28 -1.27106e-07 6.74191e-09 3.35251e-21 -5.0174e-24 1.98488e+12 1.85898e-38 9.12175e-12
8.8251e+28 -1.27106e-07 7.22025e-09 3.35251e-21 -4.68611e-24 2.12545e+12 1.73363e-38 9.03793e-12
8.823e+28 -1.27106e-07 8.08672e-09 3.35251e-21 -4.186e-24 2.37995e+12 1.55183e-38 8.92165e-12
8.81879e+28 -1.27106e-07 9.57433e-09 3.35251e-21 -3.53898e-24 2.81641e+12 1.33124e-38 8.80237e-12
8.81038e+28 -1.27106e-07 1.1985e-08 3.35251e-21 -2.83255e-24 3.52218e+12 1.11362e-38 8.7561e-12
8.80155e+28 -1.27106e-07 1.40611e-08 3.35251e-21 -2.41917e-24 4.12817e+12 1.00187e-38 8.8157e-12
8.79272e+28 -1.27106e-07 1.58592e-08 3.35251e-21 -2.14919e-24 4.65141e+12 9.37925e-39 8.92123e-12
8.7839e+28 -1.27106e-07 1.7468e-08 3.35251e-21 -1.95518e-24 5.1181e+12 8.98037e-39 9.04927e-12
8.77507e+28 -1.27106e-07 1.8937e-08 3.35251e-21 -1.80714e-24 5.54294e+12 8.72072e-39 9.18934e-12
8.76624e+28 -1.27106e-07 2.02973e-08 3.35251e-21 -1.68942e-24 5.93515e+12 8.54922e-39 9.33599e-12
8.75741e+28 -1.27106e-07 2.15701e-08 3.35251e-21 -1.59294e-24 6.30098e+12 8.4371e-39 9.48614e-12
8.74859e+28 -1.27106e-07 2.27704e-08 3.35251e-21 -1.51202e-24 6.64488e+12 8.36688e-39 9.63794e-12
8.73976e+28 -1.27106e-07 2.39092e-08 3.35251e-21 -1.44291e-24 6.97017e+12 8.3273e-39 9.79023e-12
8.73093e+28 -1.27106e-07 2.49952e-08 3.35251e-21 -1.38301e-24 7.27941e+12 8.31074e-39 9.94226e-12
8.72211e+28 -1.27106e-07 2.6035e-08 3.35251e-21 -1.33046e-24 7.57459e+12 8.31189e-39 1.00935e-11
8.71328e+28 -1.27106e-07 2.70342e-08 3.35251e-21 -1.28389e-24 7.85733e+12 8.32691e-39 1.02438e-11
8.70445e+28 -1.27106e-07 2.79972e-08 3.35251e-21 -1.24224e-24 8.12895e+12 8.35297e-39 1.03927e-11
8.69562e+28 -1.27106e-07 2.89275e-08 3.35251e-21 -1.20473e-24 8.39057e+12 8.38793e-39 1.05402e-11
8.6868e+28 -1.27106e-07 2.98284e-08 3.35251e-21 -1.17072e-24 8.64309e+12 8.43016e-39 1.06862e-11
8.67797e+28 -1.27106e-07 3.07024e-08 3.35251e-21 -1.13971e-24 8.88731e+12 8.47836e-39 1.08307e-11
8.66914e+28 -1.27106e-07 3.15519e-08 3.35251e-21 -1.11129e-24 9.12392e+12 8.53154e-39 1.09735e-11
8.66032e+28 -1.27106e-07 3.23788e-08 3.35251e-21 -1.08512e-24 9.35349e+12 8.58887e-39 1.11148e-11
8.65149e+28 -1.27106e-07 3.31847e-08 3.35251e-21 -1.06092e-24 9.57654e+12 8.6497e-39 1.12546e-11
8.64266e+28 -1.27106e-07 3.39713e-08 3.35251e-21 -1.03848e-24 9.79353e+12 8.7135e-39 1.13928e-11
8.63383e+28 -1.27106e-07 3.47399e-08 3.35251e-21 -1.01758e-24 1.00049e+13 8.77983e-39 1.15294e-11
8.62501e+28 -1.27106e-07 3.54915e-08 3.35251e-21 -9.98069e-25 1.02109e+13 8.84831e-39 1.16646e-11
8.61618e+28 -1.27106e-07 3.62274e-08 3.35251e-21 -9.798e-25 1.04119e+13 8.91866e-39 1.17984e-11
8.60735e+28 -1.27106e-07 3.69484e-08 3.35251e-21 -9.62651e-25 1.06083e+13 8.9906e-39 1.19307e-11
8.59853e+28 -1.27106e-07 3.76555e-08 3.35251e-21 -9.46516e-25 1.08002e+13 9.06392e-39 1.20616e-11
8.5897e+28 -1.27106e-07 3.83493e-08 3.35251e-21 -9.31302e-25 1.09879e+13 9.13844e-39 1.21911e-11
8.58087e+28 -1.27106e-07 3.90307e-08 3.35251e-21 -9.16928e-25 1.11716e+13 9.214e-39 1.23194e-11
8.57204e+28 -1.27106e-07 3.97002e-08 3.35251e-21 -9.03322e-25 1.13516e+13 9.29046e-39 1.24463e-11
8.56322e+28 -1.27106e-07 4.03585e-08 3.35251e-21 -8.90421e-25 1.15279e+13 9.36771e-39 1.2572e-11
8.55439e+28 -1.27106e-07 4.10061e-08 3.35251e-21 -8.78168e-25 1.17008e+13 9.44566e-39 1.26965e-11
8.54556e+28 -1.27106e-07 4.16435e-08 3.35251e-21 -8.66513e-25 1.18705e+13 9.5242e-39 1.28199e-11
8.53674e+28 -1.27106e-07 4.22712e-08 3.35251e-21 -8.55413e-25 1.20369e+13 9.60328e-39 1.29421e-11
8.52791e+28 -1.27106e-07 4.28896e-08 3.35251e-21 -8.44825e-25 1.22004e+13 9.68281e-39 1.30631e-11
8.51908e+28 -1.27106e-07 4.34992e-08 3.35251e-21 -8.34714e-25 1.2361e+13 9.76275e-39 1.31831e-11
8.51025e+28 -1.27106e-07 4.41002e-08 3.35251e-21 -8.25047e-25 1.25188e+13 9.84305e-39 1.33021e-11
8.50143e+28 -1.27106e-07 4.4693e-08 3.35251e-21 -8.15795e-25 1.26739e+13 9.92365e-39 1.342e-11
8.4926e+28 -1.27106e-07 4.5278e-08 3.35251e-21 -8.06929e-25 1.28265e+13 1.00045e-38 1.35369e-11
8.48377e+28 -1.27106e-07 4.58555e-08 3.35251e-21 -7.98426e-25 1.29766e+13 1.00857e-38 1.36529e-11
8.47495e+28 -1.27106e-07 4.64257e-08 3.35251e-21 -7.90264e-25 1.31242e+13 1.0167e-38 1.37679e-11
8.46612e+28 -1.27106e-07 4.69889e-08 3.35251e-21 -7.82421e-25 1.32696e+13 1.02485e-38 1.3882e-11
8.45729e+28 -1.27106e-07 4.75454e-08 3.35251e-21 -7.74878e-25 1.34128e+13 1.03302e-38 1.39953e-11
8.44846e+28 -1.27106e-07 4.80953e-08 3.35251e-21 -7.67619e-25 1.35538e+13 1.0412e-38 1.41076e-11
8.43964e+28 -1.27106e-07 4.8639e-08 3.35251e-21 -7.60627e-25 1.36927e+13 1.04939e-38 1.42191e-11
8.43081e+28 -1.27106e-07 4.91767e-08 3.35251e-21 -7.53887e-25 1.38295e+13 1.0576e-38 1.43298e-11
8.42198e+28 -1.27106e-07 4.97084e-08 3.35251e-21 -7.47387e-25 1.39644e+13 1.06581e-38 1.44397e-11
8.41316e+28 -1.27106e-07 5.02345e-08 3.35251e-21 -7.41113e-25 1.40974e+13 1.07403e-38 1.45488e-11
8.40433e+28 -1.27106e-07 5.07551e-08 3.35251e-21 -7.35053e-25 1.42286e+13 1.08226e-38 1.46572e-11
8.3955e+28 -1.27106e-07 5.12703e-08 3.35251e-21 -7.29197e-25 1.43579e+13 1.09049e-38 1.47648e-11
8.38667e+28 -1.27106e-07 5.17804e-08 3.35251e-21 -7.23535e-25 1.44855e+13 1.09873e-38 1.48717e-11
8.37785e+28 -1.27106e-07 5.22854e-08 3.35251e-21 -7.18057e-25 1.46114e+13 1.10698e-38 1.49779e-11
8.36902e+28 -1.27106e-07 5.27856e-08 3.35251e-21 -7.12754e-25 1.47356e+13 1.11523e-38 1.50833e-11
8.36019e+28 -1.27106e-07 5.3281e-08 3.35251e-21 -7.07618e-25 1.48583e+13 1.12348e-38 1.51882e-11
8.35137e+28 -1.27106e-07 5.37718e-08 3.35251e-21 -7.02642e-25 1.49793e+13 1.13174e-38 1.52923e-11
8.34254e+28 -1.27106e-07 5.42582e-08 3.35251e-21 -6.97818e-25 1.50988e+13 1.13999e-38 1.53959e-11
8.33371e+28 -1.27106e-07 5.47402e-08 3.35251e-21 -6.9314e-25 1.52168e+13 1.14825e-38 1.54988e-11
8.32488e+28 -1.27106e-07 5.52179e-08 3.35251e-21 -6.88601e-25 1.53334e+13 1.15652e-38 1.56011e-11
8.31606e+28 -1.27106e-07 5.56915e-08 3.35251e-21 -6.84195e-25 1.54485e+13 1.16478e-38 1.57028e-11
8.30723e+28 -1.27106e-07 5.61611e-08 3.35251e-21 -6.79917e-25 1.55622e+13 1.17304e-38 1.58039e-11
8.2984e+28 -1.27106e-07 5.66268e-08 3.35251e-21 -6.75761e-25 1.56746e+13 1.18131e-38 1.59044e-11
8.28958e+28 -1.27106e-07 5.70886e-08 3.35251e-21 -6.71723e-25 1.57856e+13 1.18958e-38 1.60044e-11
8.28075e+28 -1.27106e-07 5.75467e-08 3.35251e-21 -6.67797e-25 1.58953e+13 1.19785e-38 1.61039e-11
8.27192e+28 -1.27106e-07 5.80011e-08 3.35251e-21 -6.63979e-25 1.60038e+13 1.20612e-38 1.62028e-11
8.26309e+28 -1.27106e-07 5.8452e-08 3.35251e-21 -6.60266e-25 1.6111e+13 1.21439e-38 1.63012e-11
8.25427e+28 -1.27106e-07 5.88994e-08 3.35251e-21 -6.56653e-25 1.62169e+13 1.22266e-38 1.63991e-11
8.24544e+28 -1.27106e-07 5.93434e-08 3.35251e-21 -6.53136e-25 1.63217e+13 1.23094e-38 1.64964e-11
8.23661e+28 -1.27106e-07 5.97841e-08 3.35251e-21 -6.49712e-25 1.64253e+13 1.23921e-38 1.65933e-11
8.22779e+28 -1.27106e-07 6.02216e-08 3.35251e-21 -6.46377e-25 1.65278e+13 1.24749e-38 1.66898e-11
8.21896e+28 -1.27106e-07 6.06558e-08 3.35251e-21 -6.43129e-25 1.66291e+13 1.25577e-38 1.67857e-11
8.21013e+28 -1.27106e-07 6.10869e-08 3.35251e-21 -6.39964e-25 1.67293e+13 1.26405e-38 1.68812e-11
8.2013e+28 -1.27106e-07 6.1515e-08 3.35251e-21 -6.36879e-25 1.68284e+13 1.27233e-38 1.69763e-11
8.19248e+28 -1.27106e-07 6.19402e-08 3.35251e-21 -6.33872e-25 1.69265e+13 1.28061e-38 1.70709e-11
8.18365e+28 -1.27106e-07 6.23624e-08 3.35251e-21 -6.30939e-25 1.70235e+13 1.2889e-38 1.71651e-11
8.17482e+28 -1.27106e-07 6.27817e-08 3.35251e-21 -6.28079e-25 1.71195e+13 1.29718e-38 1.72588e-11
8.166e+28 -1.27106e-07 6.31982e-08 3.35251e-21 -6.25289e-25 1.72145e+13 1.30547e-38 1.73522e-11
8.15717e+28 -1.27106e-07 6.3612e-08 3.35251e-21 -6.22567e-25 1.73084e+13 1.31376e-38 1.74451e-11
8.14834e+28 -1.27106e-07 6.40231e-08 3.35251e-21 -6.1991e-25 1.74014e+13 1.32205e-38 1.75377e-11
8.13951e+28 -1.27106e-07 6.44315e-08 3.35251e-21 -6.17317e-25 1.74935e+13 1.33035e-38 1.76298e-11
8.13069e+28 -1.27106e-07 6.48374e-08 3.35251e-21 -6.14786e-25 1.75846e+13 1.33865e-38 1.77216e-11
8.12186e+28 -1.27106e-07 6.52407e-08 3.35251e-21 -6.12314e-25 1.76748e+13 1.34695e-38 1.7813e-11
8.11303e+28 -1.27106e-07 6.56415e-08 3.35251e-21 -6.099e-25 1.7764e+13 1.35525e-38 1.79041e-11
8.10421e+28 -1.27106e-07 6.60399e-08 3.35251e-21 -6.07543e-25 1.78524e+13 1.36356e-38 1.79948e-11
8.09538e+28 -1.27106e-07 6.64359e-08 3.35251e-21 -6.05239e-25 1.79399e+13 1.37187e-38 1.80851e-11
8.08655e+28 -1.27106e-07 6.68295e-08 3.35251e-21 -6.02989e-25 1.80265e+13 1.38018e-38 1.81751e-11
8.07772e+28 -1.27106e-07 6.72207e-08 3.35251e-21 -6.0079e-25 1.81122e+13 1.3885e-38 1.82647e-11
8.0689e+28 -1.27106e-07 6.76097e-08 3.35251e-21 -5.98641e-25 1.81971e+13 1.39682e-38 1.8354e-11
8.06007e+28 -1.27106e-07 6.79965e-08 3.35251e-21 -5.9654e-25 1.82812e+13 1.40515e-38 1.8443e-11
8.05124e+28 -1.27106e-07 6.83811e-08 3.35251e-21 -5.94487e-25 1.83645e+13 1.41348e-38 1.85317e-11
8.04242e+28 -1.27106e-07 6.87634e-08 3.35251e-21 -5.9248e-25 1.84469e+13 1.42181e-38 1.86201e-11
8.03359e+28 -1.27106e-07 6.91437e-08 3.35251e-21 -5.90517e-25 1.85286e+13 1.43015e-38 1.87081e-11
8.02476e+28 -1.27106e-07 6.95219e-08 3.35251e-21 -5.88597e-25 1.86094e+13 1.43849e-38 1.87958e-11
8.01593e+28 -1.27106e-07 6.9898e-08 3.35251e-21 -5.8672e-25 1.86895e+13 1.44684e-38 1.88833e-11
8.00711e+28 -1.27106e-07 7.02721e-08 3.35251e-21 -5.84884e-25 1.87689e+13 1.4552e-38 1.89704e-11
7.99828e+28 -1.27106e-07 7.06442e-08 3.35251e-21 -5.83089e-25 1.88474e+13 1.46356e-38 1.90573e-11
7.98945e+28 -1.27106e-07 7.10143e-08 3.35251e-21 -5.81332e-25 1.89253e+13 1.47192e-38 1.91439e-11
7.98063e+28 -1.27106e-07 7.13825e-08 3.35251e-21 -5.79614e-25 1.90024e+13 1.48029e-38 1.92302e-11
7.9718e+28 -1.27106e-07 7.17488e-08 3.35251e-21 -5.77932e-25 1.90788e+13 1.48867e-38 1.93163e-11
7.96297e+28 -1.27106e-07 7.21132e-08 3.35251e-21 -5.76287e-25 1.91544e+13 1.49705e-38 1.9402e-11
7.95414e+28 -1.27106e-07 7.24758e-08 3.35251e-21 -5.74678e-25 1.92294e+13 1.50544e-38 1.94875e-11
7.94532e+28 -1.27106e-07 7.28365e-08 3.35251e-21 -5.73103e-25 1.93037e+13 1.51384e-38 1.95728e-11
7.93649e+28 -1.27106e-07 7.31955e-08 3.35251e-21 -5.71561e-25 1.93772e+13 1.52224e-38 1.96578e-11
7.92766e+28 -1.27106e-07 7.35527e-08 3.35251e-21 -5.70053e-25 1.94502e+13 1.53065e-38 1.97426e-11
7.91884e+28 -1.27106e-07 7.39082e-08 3.35251e-21 -5.68577e-25 1.95224e+13 1.53907e-38 1.98271e-11
7.91001e+28 -1.27106e-07 7.42619e-08 3.35251e-21 -5.67132e-25 1.9594e+13 1.5475e-38 1.99113e-11
7.90118e+28 -1.27106e-07 7.4614e-08 3.35251e-21 -5.65718e-25 1.96649e+13 1.55593e-38 1.99954e-11
7.89235e+28 -1.27106e-07 7.49644e-08 3.35251e-21 -5.64334e-25 1.97352e+13 1.56437e-38 2.00792e-11
7.88353e+28 -1.27106e-07 7.53131e-08 3.35251e-21 -5.62979e-25 1.98048e+13 1.57282e-38 2.01628e-11
7.8747e+28 -1.27106e-07 7.56603e-08 3.35251e-21 -5.61653e-25 1.98738e+13 1.58127e-38 2.02461e-11
7.86587e+28 -1.27106e-07 7.60058e-08 3.35251e-21 -5.60355e-25 1.99422e+13 1.58974e-38 2.03293e-11
7.85705e+28 -1.27106e-07 7.63498e-08 3.35251e-21 -5.59085e-25 2.001e+13 1.59821e-38 2.04122e-11
7.84822e+28 -1.27106e-07 7.66922e-08 3.35251e-21 -5.57841e-25 2.00771e+13 1.6067e-38 2.04949e-11
7.83939e+28 -1.27106e-07 7.70331e-08 3.35251e-21 -5.56624e-25 2.01437e+13 1.61519e-38 2.05774e-11
7.83056e+28 -1.27106e-07 7.73725e-08 3.35251e-21 -5.55432e-25 2.02097e+13 1.62369e-38 2.06597e-11
7.82174e+28 -1.27106e-07 7.77104e-08 3.35251e-21 -5.54266e-25 2.0275e+13 1.6322e-38 2.07418e-11
7.81291e+28 -1.27106e-07 7.80468e-08 3.35251e-21 -5.53125e-25 2.03398e+13 1.64072e-38 2.08237e-11
7.80408e+28 -1.27106e-07 7.83818e-08 3.35251e-21 -5.52008e-25 2.04041e+13 1.64925e-38 2.09054e-11
7.79526e+28 -1.27106e-07 7.87153e-08 3.35251e-21 -5.50914e-25 2.04677e+13 1.65779e-38 2.09869e-11
7.78643e+28 -1.27106e-07 7.90474e-08 3.35251e-21 -5.49844e-25 2.05308e+13 1.66634e-38 2.10682e-11
7.7776e+28 -1.27106e-07 7.93782e-08 3.35251e-21 -5.48797e-25 2.05933e+13 1.6749e-38 2.11494e-11
7.76877e+28 -1.27106e-07 7.97075e-08 3.35251e-21 -5.47772e-25 2.06553e+13 1.68347e-38 2.12303e-11
7.75995e+28 -1.27106e-07 8.00355e-08 3.35251e-21 -5.46769e-25 2.07167e+13 1.69205e-38 2.13111e-11
7.75112e+28 -1.27106e-07 8.03621e-08 3.35251e-21 -5.45788e-25 2.07776e+13 1.70064e-38 2.13917e-11
7.74229e+28 -1.27106e-07 8.06874e-08 3.35251e-21 -5.44828e-25 2.08379e+13 1.70925e-38 2.14722e-11
7.73347e+28 -1.27106e-07 8.10114e-08 3.35251e-21 -5.43888e-25 2.08978e+13 1.71786e-38 2.15524e-11
7.72464e+28 -1.27106e-07 8.13341e-08 3.35251e-21 -5.42969e-25 2.0957e+13 1.72649e-38 2.16326e-11
7.71581e+28 -1.27106e-07 8.16555e-08 3.35251e-21 -5.4207e-25 2.10158e+13 1.73513e-38 2.17125e-11
7.70698e+28 -1.27106e-07 8.19756e-08 3.35251e-21 -5.41191e-25 2.10741e+13 1.74378e-38 2.17923e-11
7.69816e+28 -1.27106e-07 8.22945e-08 3.35251e-21 -5.40331e-25 2.11318e+13 1.75244e-38 2.18719e-11
7.68933e+28 -1.27106e-07 8.26122e-08 3.35251e-21 -5.3949e-25 2.11891e+13 1.76111e-38 2.19514e-11
7.6805e+28 -1.27106e-07 8.29286e-08 3.35251e-21 -5.38667e-25 2.12458e+13 1.7698e-38 2.20307e-11
7.67168e+28 -1.27106e-07 8.32438e-08 3.35251e-21 -5.37863e-25 2.13021e+13 1.7785e-38 2.21098e-11
7.66285e+28 -1.27106e-07 8.35578e-08 3.35251e-21 -5.37077e-25 2.13578e+13 1.78721e-38 2.21889e-11
7.65402e+28 -1.27106e-07 8.38707e-08 3.35251e-21 -5.36308e-25 2.14131e+13 1.79594e-38 2.22677e-11
7.64519e+28 -1.27106e-07 8.41823e-08 3.35251e-21 -5.35557e-25 2.14679e+13 1.80467e-38 2.23465e-11
7.63637e+28 -1.27106e-07 8.44928e-08 3.35251e-21 -5.34824e-25 2.15222e+13 1.81343e-38 2.2425e-11
7.62754e+28 -1.27106e-07 8.48022e-08 3.35251e-21 -5.34107e-25 2.1576e+13 1.82219e-38 2.25035e-11
7.61871e+28 -1.27106e-07 8.51104e-08 3.35251e-21 -5.33406e-25 2.16294e+13 1.83097e-38 2.25818e-11
7.60989e+28 -1.27106e-07 8.54176e-08 3.35251e-21 -5.32722e-25 2.16823e+13 1.83976e-38 2.266e-11
7.60106e+28 -1.27106e-07 8.57236e-08 3.35251e-21 -5.32054e-25 2.17347e+13 1.84857e-38 2.27381e-11
7.59223e+28 -1.27106e-07 8.60285e-08 3.35251e-21 -5.31402e-25 2.17867e+13 1.85739e-38 2.2816e-11
7.5834e+28 -1.27106e-07 8.63323e-08 3.35251e-21 -5.30765e-25 2.18382e+13 1.86623e-38 2.28938e-11
7.57458e+28 -1.27106e-07 8.66351e-08 3.35251e-21 -5.30144e-25 2.18893e+13 1.87508e-38 2.29715e-11
7.56575e+28 -1.27106e-07 8.69368e-08 3.35251e-21 -5.29537e-25 2.19399e+13 1.88394e-38 2.3049e-11
7.55692e+28 -1.27106e-07 8.72374e-08 3.35251e-21 -5.28946e-25 2.19901e+13 1.89282e-38 2.31264e-11
7.5481e+28 -1.27106e-07 8.75371e-08 3.35251e-21 -5.28369e-25 2.20399e+13 1.90172e-38 2.32038e-11
7.53927e+28 -1.27106e-07 8.78356e-08 3.35251e-21 -5.27807e-25 2.20892e+13 1.91063e-38 2.3281e-11
7.53044e+28 -1.27106e-07 8.81332e-08 3.35251e-21 -5.27258e-25 2.21381e+13 1.91955e-38 2.33581e-11
7.52161e+28 -1.27106e-07 8.84298e-08 3.35251e-21 -5.26724e-25 2.21865e+13 1.9285e-38 2.3435e-11
7.51279e+28 -1.27106e-07 8.87254e-08 3.35251e-21 -5.26204e-25 2.22345e+13 1.93745e-38 2.35119e-11
7.50396e+28 -1.27106e-07 8.90199e-08 3.35251e-21 -5.25697e-25 2.22822e+13 1.94643e-38 2.35887e-11
7.49513e+28 -1.27106e-07 8.93135e-08 3.35251e-21 -5.25204e-25 2.23293e+13 1.95542e-38 2.36653e-11
7.48631e+28 -1.27106e-07 8.96062e-08 3.35251e-21 -5.24724e-25 2.23761e+13 1.96442e-38 2.37419e-11
7.47748e+28 -1.27106e-07 8.98979e-08 3.35251e-21 -5.24257e-25 2.24225e+13 1.97345e-38 2.38183e-11
7.46865e+28 -1.27106e-07 9.01886e-08 3.35251e-21 -5.23803e-25 2.24685e+13 1.98249e-38 2.38947e-11
7.45982e+28 -1.27106e-07 9.04784e-08 3.35251e-21 -5.23362e-25 2.2514e+13 1.99154e-38 2.3971e-11
7.451e+28 -1.27106e-07 9.07673e-08 3.35251e-21 -5.22933e-25 2.25592e+13 2.00062e-38 2.40471e-11
7.44217e+28 -1.27106e-07 9.10552e-08 3.35251e-21 -5.22517e-25 2.26039e+13 2.00971e-38 2.41232e-11
7.43334e+28 -1.27106e-07 9.13422e-08 3.35251e-21 -5.22112e-25 2.26483e+13 2.01882e-38 2.41992e-11
7.42452e+28 -1.27106e-07 9.16284e-08 3.35251e-21 -5.2172e-25 2.26922e+13 2.02794e-38 2.42751e-11
7.41569e+28 -1.27106e-07 9.19136e-08 3.35251e-21 -5.2134e-25 2.27358e+13 2.03709e-38 2.43509e-11
7.40686e+28 -1.27106e-07 9.21979e-08 3.35251e-21 -5.20972e-25 2.2779e+13 2.04625e-38 2.44266e-11
7.39803e+28 -1.27106e-07 9.24814e-08 3.35251e-21 -5.20615e-25 2.28218e+13 2.05543e-38 2.45022e-11
7.38921e+28 -1.27106e-07 9.2764e-08 3.35251e-21 -5.2027e-25 2.28642e+13 2.06463e-38 2.45777e-11
7.38038e+28 -1.27106e-07 9.30457e-08 3.35251e-21 -5.19936e-25 2.29063e+13 2.07385e-38 2.46532e-11
7.37155e+28 -1.27106e-07 9.33266e-08 3.35251e-21 -5.19614e-25 2.29479e+13 2.08308e-38 2.47286e-11
7.36273e+28 -1.27106e-07 9.36066e-08 3.35251e-21 -5.19302e-25 2.29892e+13 2.09234e-38 2.48039e-11
7.3539e+28 -1.27106e-07 9.38858e-08 3.35251e-21 -5.19002e-25 2.30302e+13 2.10161e-38 2.48791e-11
7.34507e+28 -1.27106e-07 9.41642e-08 3.35251e-21 -5.18712e-25 2.30707e+13 2.1109e-38 2.49542e-11
7.33624e+28 -1.27106e-07 9.44417e-08 3.35251e-21 -5.18433e-25 2.31109e+13 2.12022e-38 2.50293e-11
7.32742e+28 -1.27106e-07 9.47184e-08 3.35251e-21 -5.18164e-25 2.31507e+13 2.12955e-38 2.51043e-11
